payment_id,employee_id,client_id,country_id,tax_rule_id,gross_pay,tax_amount,net_pay,currency,payment_date,status,compliance_status,started_at,completed_at
PAY004407,EMP001756,CLI003196,BR,REG000110,798452,0,798452,BRL,2025-04-23,pending,Non-Compliant,2025-04-23 00:00:00,
PAY004408,EMP000577,CLI003176,US,REG002601,448384,98644,349740,USD,2023-06-20,completed,Compliant,2023-06-20 00:00:00,2023-06-20 01:52:00
PAY004409,EMP005613,CLI003389,CA,REG001953,760346,0,760346,CAD,2024-07-17,failed,Non-Compliant,2024-07-17 00:00:00,
PAY004410,EMP002546,CLI000253,FR,REG002651,920504,0,920504,EUR,2025-01-11,failed,Non-Compliant,2025-01-11 00:00:00,
PAY004411,EMP004909,CLI002535,IN,REG002773,213831,68426,145405,INR,2024-06-05,pending,Non-Compliant,2024-06-05 00:00:00,
PAY004412,EMP006294,CLI004702,CA,REG002515,560700,0,560700,CAD,2024-02-12,completed,Compliant,2024-02-12 00:00:00,2024-02-12 01:06:56
PAY004413,EMP003221,CLI002097,DE,REG002872,303692,0,303692,EUR,2024-01-17,completed,Compliant,2024-01-17 00:00:00,2024-01-17 00:38:01
PAY004414,EMP000456,CLI002532,JP,REG001905,495940,193417,302523,JPY,2023-12-25,pending,Non-Compliant,2023-12-25 00:00:00,
PAY004415,EMP004083,CLI004675,CA,REG002241,174648,33183,141465,CAD,2023-06-20,completed,Compliant,2023-06-20 00:00:00,2023-06-20 00:31:21
PAY004416,EMP003358,CLI001251,BR,REG000983,968556,96856,871700,BRL,2025-04-06,failed,Non-Compliant,2025-04-06 00:00:00,
PAY004417,EMP000209,CLI002232,UK,REG000464,106848,0,106848,GBP,2024-10-23,pending,Non-Compliant,2024-10-23 00:00:00,
PAY004418,EMP004785,CLI001586,IN,REG001537,529361,0,529361,INR,2024-04-05,completed,Compliant,2024-04-05 00:00:00,2024-04-05 01:25:54
PAY004419,EMP000559,CLI003197,US,REG000124,494993,0,494993,USD,2024-06-13,completed,Compliant,2024-06-13 00:00:00,2024-06-13 01:25:40
PAY004420,EMP003469,CLI003587,CA,REG002531,318505,57331,261174,CAD,2024-06-04,pending,Non-Compliant,2024-06-04 00:00:00,
PAY004421,EMP001099,CLI002973,ZA,REG000440,590991,0,590991,ZAR,2023-10-25,failed,Non-Compliant,2023-10-25 00:00:00,
PAY004422,EMP006444,CLI002049,JP,REG001294,562238,0,562238,JPY,2023-07-31,pending,Non-Compliant,2023-07-31 00:00:00,
PAY004423,EMP005952,CLI002999,JP,REG000291,533281,0,533281,JPY,2024-06-06,pending,Non-Compliant,2024-06-06 00:00:00,
PAY004424,EMP005683,CLI003412,BR,REG002492,844265,0,844265,BRL,2024-01-06,completed,Compliant,2024-01-06 00:00:00,2024-01-06 01:37:39
PAY004425,EMP002602,CLI002279,AU,REG001865,445689,155991,289698,AUD,2023-06-27,pending,Non-Compliant,2023-06-27 00:00:00,
PAY004426,EMP000826,CLI003437,AU,REG002201,455537,0,455537,AUD,2025-03-01,pending,Non-Compliant,2025-03-01 00:00:00,
PAY004427,EMP003748,CLI000918,FR,REG000503,512547,0,512547,EUR,2024-06-03,pending,Non-Compliant,2024-06-03 00:00:00,
PAY004428,EMP000681,CLI000856,JP,REG000594,135083,0,135083,JPY,2024-07-22,completed,Compliant,2024-07-22 00:00:00,2024-07-22 01:02:19
PAY004429,EMP004278,CLI004312,JP,REG000134,403838,0,403838,JPY,2024-08-22,failed,Non-Compliant,2024-08-22 00:00:00,
PAY004430,EMP006291,CLI004018,CA,REG002695,788683,0,788683,CAD,2025-01-28,completed,Compliant,2025-01-28 00:00:00,2025-01-28 01:10:57
PAY004431,EMP005170,CLI002777,IN,REG000937,264179,97746,166433,INR,2024-12-08,pending,Non-Compliant,2024-12-08 00:00:00,
PAY004432,EMP001124,CLI002862,DE,REG001708,478927,0,478927,EUR,2024-10-12,pending,Non-Compliant,2024-10-12 00:00:00,
PAY004433,EMP000231,CLI004204,US,REG001414,412495,0,412495,USD,2025-02-02,completed,Compliant,2025-02-02 00:00:00,2025-02-02 01:40:02
PAY004434,EMP005288,CLI004224,CA,REG001242,142454,29915,112539,CAD,2025-02-14,failed,Non-Compliant,2025-02-14 00:00:00,
PAY004435,EMP003422,CLI004231,UK,REG000378,488003,0,488003,GBP,2023-10-06,failed,Non-Compliant,2023-10-06 00:00:00,
PAY004436,EMP006065,CLI001188,DE,REG000955,837212,0,837212,EUR,2025-01-05,completed,Compliant,2025-01-05 00:00:00,2025-01-05 00:29:16
PAY004437,EMP001319,CLI004063,DE,REG002823,886797,0,886797,EUR,2024-07-26,failed,Non-Compliant,2024-07-26 00:00:00,
PAY004438,EMP004425,CLI000027,UK,REG001893,217702,0,217702,GBP,2024-07-27,completed,Compliant,2024-07-27 00:00:00,2024-07-27 01:44:57
PAY004439,EMP000528,CLI001779,AU,REG001161,910922,346150,564772,AUD,2023-12-27,completed,Compliant,2023-12-27 00:00:00,2023-12-27 01:08:02
PAY004440,EMP000078,CLI004013,UK,REG002959,352512,0,352512,GBP,2024-08-03,completed,Compliant,2024-08-03 00:00:00,2024-08-03 00:11:25
PAY004441,EMP006662,CLI004646,ZA,REG001983,598730,131721,467009,ZAR,2023-11-12,pending,Non-Compliant,2023-11-12 00:00:00,
PAY004442,EMP005418,CLI002778,BR,REG000065,902538,0,902538,BRL,2023-09-01,completed,Compliant,2023-09-01 00:00:00,2023-09-01 00:10:50
PAY004443,EMP003544,CLI002883,UK,REG001707,100364,0,100364,GBP,2023-06-02,failed,Non-Compliant,2023-06-02 00:00:00,
PAY004444,EMP003687,CLI004897,DE,REG002652,133548,50748,82800,EUR,2024-08-11,pending,Non-Compliant,2024-08-11 00:00:00,
PAY004445,EMP000380,CLI003776,BR,REG001645,150676,0,150676,BRL,2024-09-10,failed,Non-Compliant,2024-09-10 00:00:00,
PAY004446,EMP006024,CLI004953,IN,REG002988,344111,0,344111,INR,2024-09-11,completed,Compliant,2024-09-11 00:00:00,2024-09-11 00:28:00
PAY004447,EMP000557,CLI004273,UK,REG000636,788538,0,788538,GBP,2024-01-20,failed,Non-Compliant,2024-01-20 00:00:00,
PAY004448,EMP003440,CLI001537,IN,REG001369,778758,303716,475042,INR,2024-06-20,failed,Non-Compliant,2024-06-20 00:00:00,
PAY004449,EMP003116,CLI003396,BR,REG000705,628075,0,628075,BRL,2025-04-27,pending,Non-Compliant,2025-04-27 00:00:00,
PAY004450,EMP000651,CLI003646,US,REG002236,274466,0,274466,USD,2025-01-18,failed,Non-Compliant,2025-01-18 00:00:00,
PAY004451,EMP005503,CLI002607,FR,REG002410,509875,0,509875,EUR,2023-12-26,completed,Compliant,2023-12-26 00:00:00,2023-12-26 01:26:52
PAY004452,EMP001517,CLI004673,US,REG002230,930643,0,930643,USD,2024-03-06,failed,Non-Compliant,2024-03-06 00:00:00,
PAY004453,EMP005788,CLI003151,ZA,REG001391,809730,0,809730,ZAR,2024-03-27,failed,Non-Compliant,2024-03-27 00:00:00,
PAY004454,EMP005101,CLI004425,UK,REG000567,869148,0,869148,GBP,2023-09-01,pending,Non-Compliant,2023-09-01 00:00:00,
PAY004455,EMP005181,CLI000720,UK,REG002326,589774,0,589774,GBP,2025-04-06,failed,Non-Compliant,2025-04-06 00:00:00,
PAY004456,EMP005501,CLI001132,ZA,REG002974,186660,0,186660,ZAR,2025-05-02,pending,Non-Compliant,2025-05-02 00:00:00,
PAY004457,EMP002112,CLI003869,IN,REG001674,815432,146778,668654,INR,2025-02-19,completed,Compliant,2025-02-19 00:00:00,2025-02-19 01:31:45
PAY004458,EMP000290,CLI003870,AU,REG001743,813330,0,813330,AUD,2023-08-25,completed,Compliant,2023-08-25 00:00:00,2023-08-25 01:37:44
PAY004459,EMP002767,CLI002419,US,REG001906,389896,0,389896,USD,2024-07-05,completed,Compliant,2024-07-05 00:00:00,2024-07-05 00:24:35
PAY004460,EMP006902,CLI004396,UK,REG002787,589126,0,589126,GBP,2023-12-09,completed,Compliant,2023-12-09 00:00:00,2023-12-09 01:54:35
PAY004461,EMP004365,CLI004847,BR,REG002017,564935,0,564935,BRL,2025-05-24,pending,Non-Compliant,2025-05-24 00:00:00,
PAY004462,EMP005862,CLI000924,JP,REG002095,191280,0,191280,JPY,2023-11-14,completed,Compliant,2023-11-14 00:00:00,2023-11-14 01:47:08
PAY004463,EMP004726,CLI003590,ZA,REG000965,515171,190613,324558,ZAR,2023-11-23,failed,Non-Compliant,2023-11-23 00:00:00,
PAY004464,EMP002280,CLI000179,DE,REG000374,888103,124334,763769,EUR,2024-11-06,pending,Non-Compliant,2024-11-06 00:00:00,
PAY004465,EMP000829,CLI004406,FR,REG001230,852676,0,852676,EUR,2024-03-16,pending,Non-Compliant,2024-03-16 00:00:00,
PAY004466,EMP002536,CLI001429,FR,REG001091,986401,0,986401,EUR,2024-01-30,failed,Non-Compliant,2024-01-30 00:00:00,
PAY004467,EMP004471,CLI003198,AU,REG000380,114986,20697,94289,AUD,2023-09-25,pending,Non-Compliant,2023-09-25 00:00:00,
PAY004468,EMP001449,CLI001605,JP,REG001788,579654,0,579654,JPY,2024-05-11,pending,Non-Compliant,2024-05-11 00:00:00,
PAY004469,EMP006516,CLI001515,IN,REG001952,934290,0,934290,INR,2024-01-21,pending,Non-Compliant,2024-01-21 00:00:00,
PAY004470,EMP001766,CLI001861,AU,REG002068,246302,0,246302,AUD,2024-09-09,failed,Non-Compliant,2024-09-09 00:00:00,
PAY004471,EMP001905,CLI000094,FR,REG000266,694760,0,694760,EUR,2024-10-04,failed,Non-Compliant,2024-10-04 00:00:00,
PAY004472,EMP001981,CLI002538,JP,REG001775,798911,0,798911,JPY,2025-05-15,pending,Non-Compliant,2025-05-15 00:00:00,
PAY004473,EMP003250,CLI002039,JP,REG002852,823136,0,823136,JPY,2024-03-13,pending,Non-Compliant,2024-03-13 00:00:00,
PAY004474,EMP006236,CLI000344,BR,REG000900,978882,303453,675429,BRL,2025-04-17,completed,Compliant,2025-04-17 00:00:00,2025-04-17 01:53:21
PAY004475,EMP004864,CLI003170,BR,REG001640,962483,0,962483,BRL,2024-04-22,pending,Non-Compliant,2024-04-22 00:00:00,
PAY004476,EMP004604,CLI001541,FR,REG002161,538459,0,538459,EUR,2023-06-26,completed,Compliant,2023-06-26 00:00:00,2023-06-26 01:37:26
PAY004477,EMP000468,CLI004693,US,REG002581,938763,347342,591421,USD,2024-05-07,failed,Non-Compliant,2024-05-07 00:00:00,
PAY004478,EMP005082,CLI004678,JP,REG000391,883334,97167,786167,JPY,2024-08-17,failed,Non-Compliant,2024-08-17 00:00:00,
PAY004479,EMP005003,CLI003435,FR,REG002528,457116,82281,374835,EUR,2024-09-01,pending,Non-Compliant,2024-09-01 00:00:00,
PAY004480,EMP000558,CLI000759,JP,REG002664,637024,0,637024,JPY,2024-01-28,completed,Compliant,2024-01-28 00:00:00,2024-01-28 00:48:26
PAY004481,EMP006163,CLI001335,ZA,REG000221,743276,215550,527726,ZAR,2024-05-14,completed,Compliant,2024-05-14 00:00:00,2024-05-14 00:46:01
PAY004482,EMP002609,CLI000564,ZA,REG002248,458052,0,458052,ZAR,2024-05-04,failed,Non-Compliant,2024-05-04 00:00:00,
PAY004483,EMP000464,CLI003716,FR,REG002879,228241,0,228241,EUR,2024-10-07,completed,Compliant,2024-10-07 00:00:00,2024-10-07 00:08:57
PAY004484,EMP006210,CLI000190,ZA,REG002749,409088,0,409088,ZAR,2025-01-30,failed,Non-Compliant,2025-01-30 00:00:00,
PAY004485,EMP000196,CLI000603,JP,REG000297,368035,0,368035,JPY,2024-10-26,pending,Non-Compliant,2024-10-26 00:00:00,
PAY004486,EMP002821,CLI000338,JP,REG002423,711927,0,711927,JPY,2024-10-19,pending,Non-Compliant,2024-10-19 00:00:00,
PAY004487,EMP003066,CLI001535,ZA,REG002100,547186,0,547186,ZAR,2024-10-30,completed,Compliant,2024-10-30 00:00:00,2024-10-30 00:55:28
PAY004488,EMP000178,CLI001465,AU,REG000803,505902,0,505902,AUD,2024-06-03,completed,Compliant,2024-06-03 00:00:00,2024-06-03 01:07:38
PAY004489,EMP006736,CLI001588,IN,REG002977,608006,0,608006,INR,2023-12-11,completed,Compliant,2023-12-11 00:00:00,2023-12-11 00:08:29
PAY004490,EMP003764,CLI003214,BR,REG000114,769856,0,769856,BRL,2023-09-18,completed,Compliant,2023-09-18 00:00:00,2023-09-18 01:19:11
PAY004491,EMP005754,CLI000039,US,REG000124,510755,0,510755,USD,2024-06-16,failed,Non-Compliant,2024-06-16 00:00:00,
PAY004492,EMP005503,CLI004979,FR,REG001114,901936,315678,586258,EUR,2024-01-22,completed,Compliant,2024-01-22 00:00:00,2024-01-22 00:37:50
PAY004493,EMP001583,CLI003945,DE,REG000720,683246,0,683246,EUR,2023-11-16,completed,Compliant,2023-11-16 00:00:00,2023-11-16 01:47:36
PAY004494,EMP002995,CLI002219,US,REG002263,528268,190176,338092,USD,2023-09-29,pending,Non-Compliant,2023-09-29 00:00:00,
PAY004495,EMP003079,CLI001525,UK,REG001967,392668,66754,325914,GBP,2025-05-18,failed,Non-Compliant,2025-05-18 00:00:00,
PAY004496,EMP002271,CLI001279,FR,REG000617,554815,0,554815,EUR,2025-04-28,pending,Non-Compliant,2025-04-28 00:00:00,
PAY004497,EMP003428,CLI004508,FR,REG002727,557462,0,557462,EUR,2025-01-02,failed,Non-Compliant,2025-01-02 00:00:00,
PAY004498,EMP005965,CLI003901,US,REG000161,497177,188927,308250,USD,2024-05-27,pending,Non-Compliant,2024-05-27 00:00:00,
PAY004499,EMP005190,CLI004338,AU,REG001351,813853,0,813853,AUD,2025-03-16,pending,Non-Compliant,2025-03-16 00:00:00,
PAY004500,EMP002775,CLI002451,CA,REG002111,434545,147745,286800,CAD,2023-08-13,failed,Non-Compliant,2023-08-13 00:00:00,
PAY004501,EMP003003,CLI002269,ZA,REG000411,623594,0,623594,ZAR,2024-10-20,failed,Non-Compliant,2024-10-20 00:00:00,
PAY004502,EMP001126,CLI003161,CA,REG002133,317869,0,317869,CAD,2024-08-11,failed,Non-Compliant,2024-08-11 00:00:00,
PAY004503,EMP004408,CLI004583,IN,REG000654,655230,0,655230,INR,2025-05-09,failed,Non-Compliant,2025-05-09 00:00:00,
PAY004504,EMP002975,CLI001503,DE,REG000429,411285,0,411285,EUR,2025-01-25,pending,Non-Compliant,2025-01-25 00:00:00,
PAY004505,EMP005464,CLI001702,UK,REG002690,977824,303125,674699,GBP,2023-06-12,pending,Non-Compliant,2023-06-12 00:00:00,
PAY004506,EMP002672,CLI003221,FR,REG000580,595691,148923,446768,EUR,2023-11-16,completed,Compliant,2023-11-16 00:00:00,2023-11-16 01:00:47
PAY004507,EMP001970,CLI002331,ZA,REG001275,161164,35456,125708,ZAR,2024-02-17,failed,Non-Compliant,2024-02-17 00:00:00,
PAY004508,EMP004585,CLI002462,AU,REG002530,536699,64404,472295,AUD,2024-08-17,failed,Non-Compliant,2024-08-17 00:00:00,
PAY004509,EMP003644,CLI000633,AU,REG002028,625772,0,625772,AUD,2025-03-06,completed,Compliant,2025-03-06 00:00:00,2025-03-06 01:21:07
PAY004510,EMP000149,CLI001466,UK,REG001051,571487,85723,485764,GBP,2024-03-20,completed,Compliant,2024-03-20 00:00:00,2024-03-20 00:56:02
PAY004511,EMP004073,CLI000448,ZA,REG002267,954060,0,954060,ZAR,2024-06-19,failed,Non-Compliant,2024-06-19 00:00:00,
PAY004512,EMP003357,CLI003129,DE,REG002591,815117,0,815117,EUR,2024-11-06,failed,Non-Compliant,2024-11-06 00:00:00,
PAY004513,EMP003588,CLI000075,US,REG001678,927411,0,927411,USD,2024-01-08,failed,Non-Compliant,2024-01-08 00:00:00,
PAY004514,EMP002707,CLI002657,FR,REG000144,838465,209616,628849,EUR,2025-04-06,failed,Non-Compliant,2025-04-06 00:00:00,
PAY004515,EMP003855,CLI001181,US,REG002793,463096,157453,305643,USD,2024-02-18,pending,Non-Compliant,2024-02-18 00:00:00,
PAY004516,EMP006741,CLI003333,DE,REG000345,288318,0,288318,EUR,2023-07-20,pending,Non-Compliant,2023-07-20 00:00:00,
PAY004517,EMP002707,CLI002604,FR,REG000493,749107,0,749107,EUR,2024-07-31,failed,Non-Compliant,2024-07-31 00:00:00,
PAY004518,EMP006323,CLI001086,JP,REG000550,309445,68078,241367,JPY,2024-09-21,pending,Non-Compliant,2024-09-21 00:00:00,
PAY004519,EMP000521,CLI004270,CA,REG001407,708992,170158,538834,CAD,2024-06-22,completed,Compliant,2024-06-22 00:00:00,2024-06-22 00:32:37
PAY004520,EMP001026,CLI000384,UK,REG002511,857578,325880,531698,GBP,2024-08-18,failed,Non-Compliant,2024-08-18 00:00:00,
PAY004521,EMP004355,CLI002579,IN,REG002327,558104,0,558104,INR,2024-01-13,failed,Non-Compliant,2024-01-13 00:00:00,
PAY004522,EMP006453,CLI003357,IN,REG000601,328118,0,328118,INR,2023-08-23,failed,Non-Compliant,2023-08-23 00:00:00,
PAY004523,EMP006617,CLI002866,CA,REG000280,544731,185209,359522,CAD,2024-07-05,completed,Compliant,2024-07-05 00:00:00,2024-07-05 01:37:11
PAY004524,EMP004642,CLI000303,FR,REG001217,473304,52063,421241,EUR,2023-11-28,failed,Non-Compliant,2023-11-28 00:00:00,
PAY004525,EMP000876,CLI001351,DE,REG001655,722805,224070,498735,EUR,2025-03-08,pending,Non-Compliant,2025-03-08 00:00:00,
PAY004526,EMP001507,CLI001095,BR,REG002022,170062,0,170062,BRL,2024-04-17,pending,Non-Compliant,2024-04-17 00:00:00,
PAY004527,EMP002154,CLI004924,JP,REG002190,401363,0,401363,JPY,2024-08-19,pending,Non-Compliant,2024-08-19 00:00:00,
PAY004528,EMP002959,CLI001602,US,REG002619,507104,162273,344831,USD,2024-01-19,failed,Non-Compliant,2024-01-19 00:00:00,
PAY004529,EMP002598,CLI001143,UK,REG000640,588698,111853,476845,GBP,2024-01-03,pending,Non-Compliant,2024-01-03 00:00:00,
PAY004530,EMP000046,CLI001018,IN,REG000922,818300,0,818300,INR,2025-02-01,completed,Compliant,2025-02-01 00:00:00,2025-02-01 00:58:48
PAY004531,EMP000676,CLI000411,JP,REG001263,172656,0,172656,JPY,2024-12-07,failed,Non-Compliant,2024-12-07 00:00:00,
PAY004532,EMP000490,CLI000421,IN,REG000778,772047,0,772047,INR,2024-04-17,completed,Compliant,2024-04-17 00:00:00,2024-04-17 01:14:29
PAY004533,EMP000261,CLI002580,DE,REG002580,498559,0,498559,EUR,2023-11-18,pending,Non-Compliant,2023-11-18 00:00:00,
PAY004534,EMP006680,CLI003980,DE,REG001648,501984,0,501984,EUR,2024-05-30,pending,Non-Compliant,2024-05-30 00:00:00,
PAY004535,EMP002020,CLI001226,US,REG001737,680674,190589,490085,USD,2023-08-04,failed,Non-Compliant,2023-08-04 00:00:00,
PAY004536,EMP004590,CLI001043,IN,REG000922,895103,0,895103,INR,2024-11-03,completed,Compliant,2024-11-03 00:00:00,2024-11-03 00:13:47
PAY004537,EMP005426,CLI001974,UK,REG000378,812814,0,812814,GBP,2024-08-26,failed,Non-Compliant,2024-08-26 00:00:00,
PAY004538,EMP003406,CLI002151,IN,REG002122,830593,0,830593,INR,2024-11-21,failed,Non-Compliant,2024-11-21 00:00:00,
PAY004539,EMP005109,CLI000081,BR,REG002876,422495,0,422495,BRL,2024-05-25,completed,Compliant,2024-05-25 00:00:00,2024-05-25 01:04:29
PAY004540,EMP004295,CLI004073,ZA,REG001328,640381,0,640381,ZAR,2024-02-20,pending,Non-Compliant,2024-02-20 00:00:00,
PAY004541,EMP001690,CLI003712,DE,REG000715,982447,0,982447,EUR,2024-07-07,failed,Non-Compliant,2024-07-07 00:00:00,
PAY004542,EMP002585,CLI003497,CA,REG002427,781253,0,781253,CAD,2023-09-07,pending,Non-Compliant,2023-09-07 00:00:00,
PAY004543,EMP001160,CLI000436,IN,REG002454,910639,318724,591915,INR,2024-12-18,completed,Compliant,2024-12-18 00:00:00,2024-12-18 00:27:36
PAY004544,EMP005121,CLI003214,AU,REG000668,923289,0,923289,AUD,2024-06-29,pending,Non-Compliant,2024-06-29 00:00:00,
PAY004545,EMP006957,CLI004438,UK,REG002708,412923,148652,264271,GBP,2025-02-04,pending,Non-Compliant,2025-02-04 00:00:00,
PAY004546,EMP005033,CLI003270,FR,REG000135,155156,0,155156,EUR,2023-11-22,failed,Non-Compliant,2023-11-22 00:00:00,
PAY004547,EMP006662,CLI004296,ZA,REG000166,367225,0,367225,ZAR,2024-05-26,failed,Non-Compliant,2024-05-26 00:00:00,
PAY004548,EMP001625,CLI003487,IN,REG000285,232340,27881,204459,INR,2025-01-23,pending,Non-Compliant,2025-01-23 00:00:00,
PAY004549,EMP002383,CLI004112,JP,REG002340,986295,0,986295,JPY,2024-01-06,failed,Non-Compliant,2024-01-06 00:00:00,
PAY004550,EMP004357,CLI001453,FR,REG002764,598051,143532,454519,EUR,2024-04-27,failed,Non-Compliant,2024-04-27 00:00:00,
PAY004551,EMP002192,CLI001986,BR,REG001382,449956,49495,400461,BRL,2025-02-11,pending,Non-Compliant,2025-02-11 00:00:00,
PAY004552,EMP000672,CLI002294,AU,REG000663,576930,0,576930,AUD,2024-09-06,failed,Non-Compliant,2024-09-06 00:00:00,
PAY004553,EMP006526,CLI004744,FR,REG000690,935992,0,935992,EUR,2023-06-09,failed,Non-Compliant,2023-06-09 00:00:00,
PAY004554,EMP001415,CLI004645,CA,REG002206,627319,0,627319,CAD,2024-04-01,pending,Non-Compliant,2024-04-01 00:00:00,
PAY004555,EMP006776,CLI000655,US,REG000189,564106,0,564106,USD,2024-04-17,failed,Non-Compliant,2024-04-17 00:00:00,
PAY004556,EMP001173,CLI002795,FR,REG000688,263502,0,263502,EUR,2024-09-16,completed,Compliant,2024-09-16 00:00:00,2024-09-16 01:31:43
PAY004557,EMP005372,CLI000641,IN,REG000519,680886,0,680886,INR,2024-08-14,completed,Compliant,2024-08-14 00:00:00,2024-08-14 01:03:54
PAY004558,EMP001722,CLI002659,CA,REG001868,350999,0,350999,CAD,2023-06-13,failed,Non-Compliant,2023-06-13 00:00:00,
PAY004559,EMP002381,CLI002719,AU,REG000529,448936,0,448936,AUD,2023-09-06,failed,Non-Compliant,2023-09-06 00:00:00,
PAY004560,EMP001353,CLI004402,BR,REG001160,107066,40685,66381,BRL,2023-08-13,pending,Non-Compliant,2023-08-13 00:00:00,
PAY004561,EMP003702,CLI000441,FR,REG002526,434610,0,434610,EUR,2024-04-16,pending,Non-Compliant,2024-04-16 00:00:00,
PAY004562,EMP006151,CLI003530,AU,REG000226,258315,72328,185987,AUD,2025-05-06,completed,Compliant,2025-05-06 00:00:00,2025-05-06 01:55:54
PAY004563,EMP000217,CLI004173,DE,REG002262,358245,0,358245,EUR,2025-04-19,completed,Compliant,2025-04-19 00:00:00,2025-04-19 01:45:27
PAY004564,EMP006119,CLI002101,DE,REG001410,244688,0,244688,EUR,2024-01-05,completed,Compliant,2024-01-05 00:00:00,2024-01-05 00:59:19
PAY004565,EMP004357,CLI001795,FR,REG001587,344949,0,344949,EUR,2025-01-16,pending,Non-Compliant,2025-01-16 00:00:00,
PAY004566,EMP000635,CLI004462,DE,REG000295,226295,0,226295,EUR,2024-01-12,completed,Compliant,2024-01-12 00:00:00,2024-01-12 01:58:13
PAY004567,EMP005439,CLI003560,ZA,REG001616,318436,0,318436,ZAR,2023-06-29,pending,Non-Compliant,2023-06-29 00:00:00,
PAY004568,EMP003941,CLI004407,UK,REG001219,772290,301193,471097,GBP,2023-11-17,completed,Compliant,2023-11-17 00:00:00,2023-11-17 01:08:28
PAY004569,EMP001425,CLI002274,IN,REG000409,480544,0,480544,INR,2023-10-17,failed,Non-Compliant,2023-10-17 00:00:00,
PAY004570,EMP006242,CLI003437,IN,REG001767,963788,356602,607186,INR,2024-09-17,failed,Non-Compliant,2024-09-17 00:00:00,
PAY004571,EMP004468,CLI001115,BR,REG000756,344292,0,344292,BRL,2025-05-12,completed,Compliant,2025-05-12 00:00:00,2025-05-12 00:16:38
PAY004572,EMP005573,CLI004107,FR,REG000447,420142,0,420142,EUR,2024-06-21,completed,Compliant,2024-06-21 00:00:00,2024-06-21 01:57:46
PAY004573,EMP004110,CLI001687,UK,REG002690,761903,236190,525713,GBP,2023-12-07,completed,Compliant,2023-12-07 00:00:00,2023-12-07 00:25:12
PAY004574,EMP000171,CLI000909,IN,REG002468,207539,0,207539,INR,2024-05-16,failed,Non-Compliant,2024-05-16 00:00:00,
PAY004575,EMP001045,CLI003379,CA,REG001599,118664,0,118664,CAD,2024-06-19,pending,Non-Compliant,2024-06-19 00:00:00,
PAY004576,EMP003690,CLI001527,FR,REG000332,548397,0,548397,EUR,2023-11-27,pending,Non-Compliant,2023-11-27 00:00:00,
PAY004577,EMP006894,CLI002814,JP,REG001757,907880,0,907880,JPY,2024-09-06,pending,Non-Compliant,2024-09-06 00:00:00,
PAY004578,EMP002461,CLI003588,BR,REG002613,688678,172170,516508,BRL,2024-07-02,pending,Non-Compliant,2024-07-02 00:00:00,
PAY004579,EMP000568,CLI003401,ZA,REG000485,855684,0,855684,ZAR,2023-05-30,completed,Compliant,2023-05-30 00:00:00,2023-05-30 00:48:37
PAY004580,EMP006556,CLI000339,DE,REG002513,289801,0,289801,EUR,2023-08-14,pending,Non-Compliant,2023-08-14 00:00:00,
PAY004581,EMP001069,CLI004926,CA,REG001421,448484,0,448484,CAD,2023-11-22,completed,Compliant,2023-11-22 00:00:00,2023-11-22 00:39:43
PAY004582,EMP005940,CLI003501,ZA,REG002012,614702,0,614702,ZAR,2023-06-12,completed,Compliant,2023-06-12 00:00:00,2023-06-12 00:37:54
PAY004583,EMP004328,CLI000815,AU,REG001351,562194,0,562194,AUD,2025-03-09,pending,Non-Compliant,2025-03-09 00:00:00,
PAY004584,EMP006614,CLI002836,DE,REG000093,113107,0,113107,EUR,2024-04-09,failed,Non-Compliant,2024-04-09 00:00:00,
PAY004585,EMP004544,CLI001107,AU,REG001664,740814,0,740814,AUD,2024-12-27,failed,Non-Compliant,2024-12-27 00:00:00,
PAY004586,EMP003096,CLI003879,US,REG001048,268701,0,268701,USD,2025-02-08,failed,Non-Compliant,2025-02-08 00:00:00,
PAY004587,EMP002866,CLI001266,DE,REG000158,541788,113775,428013,EUR,2024-12-15,completed,Compliant,2024-12-15 00:00:00,2024-12-15 00:14:06
PAY004588,EMP003185,CLI001927,UK,REG001555,199399,0,199399,GBP,2024-04-03,completed,Compliant,2024-04-03 00:00:00,2024-04-03 00:06:46
PAY004589,EMP004503,CLI004483,UK,REG002207,936413,252832,683581,GBP,2023-07-20,completed,Compliant,2023-07-20 00:00:00,2023-07-20 01:04:51
PAY004590,EMP000254,CLI002519,CA,REG002333,491229,0,491229,CAD,2024-10-23,completed,Compliant,2024-10-23 00:00:00,2024-10-23 00:53:13
PAY004591,EMP004662,CLI002563,JP,REG002841,440884,158718,282166,JPY,2023-10-11,completed,Compliant,2023-10-11 00:00:00,2023-10-11 01:17:15
PAY004592,EMP004741,CLI000958,DE,REG002963,755333,264367,490966,EUR,2025-03-14,completed,Compliant,2025-03-14 00:00:00,2025-03-14 01:23:54
PAY004593,EMP004613,CLI002188,ZA,REG001892,667531,120156,547375,ZAR,2025-01-07,failed,Non-Compliant,2025-01-07 00:00:00,
PAY004594,EMP001807,CLI001547,CA,REG001111,472643,0,472643,CAD,2024-05-20,pending,Non-Compliant,2024-05-20 00:00:00,
PAY004595,EMP004760,CLI000989,AU,REG001615,254946,0,254946,AUD,2023-10-20,completed,Compliant,2023-10-20 00:00:00,2023-10-20 01:47:26
PAY004596,EMP004167,CLI000328,DE,REG002259,717825,0,717825,EUR,2023-06-21,completed,Compliant,2023-06-21 00:00:00,2023-06-21 01:55:30
