regulation_id,country_id,rule_type,description,effective_date,end_date,is_active,tax_rate,compliance_category
REG002247,CA,Overtime Pay,Overtime Pay regulation for Canada in 2024,2024-08-20,2026-02-25,False,,Payroll Reporting
REG002248,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-11-25,9999-12-31,True,,Payroll Reporting
REG002249,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-10-15,2024-04-25,False,,Payroll Reporting
REG002250,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-11-17,9999-12-31,True,,Payroll Reporting
REG002251,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-04-16,2025-03-21,False,,Payroll Reporting
REG002252,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-08-27,9999-12-31,True,,Labor Law
REG002253,FR,Social Security,Social Security regulation for France in 2025,2025-02-27,9999-12-31,True,0.24,Labor Law
REG002254,CA,Overtime Pay,Overtime Pay regulation for Canada in 2024,2024-01-25,2026-01-23,False,,Labor Law
REG002255,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-02-21,9999-12-31,True,,Payroll Reporting
REG002256,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-04-25,2025-09-12,False,,Labor Law
REG002257,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-12-25,9999-12-31,True,,Labor Law
REG002258,UK,Social Security,Social Security regulation for United Kingdom in 2023,2023-06-02,2024-05-03,False,0.26,Taxation
REG002259,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-09-27,9999-12-31,True,,Payroll Reporting
REG002260,IN,Payroll Reporting,Payroll Reporting regulation for India in 2025,2025-01-15,9999-12-31,True,,Taxation
REG002261,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-01-08,9999-12-31,True,,Payroll Reporting
REG002262,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-07-04,9999-12-31,True,,Labor Law
REG002263,US,Income Tax,Income Tax regulation for United States in 2024,2024-03-05,2025-03-20,False,0.36,Taxation
REG002264,JP,Overtime Pay,Overtime Pay regulation for Japan in 2023,2023-07-20,9999-12-31,True,,Labor Law
REG002265,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-01-04,2025-12-11,False,,Taxation
REG002266,BR,Income Tax,Income Tax regulation for Brazil in 2023,2023-06-03,2024-12-21,False,0.19,Labor Law
REG002267,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-07-10,9999-12-31,True,,Taxation
REG002268,FR,Payroll Reporting,Payroll Reporting regulation for France in 2024,2024-01-13,9999-12-31,True,,Taxation
REG002269,IN,Minimum Wage,Minimum Wage regulation for India in 2025,2025-01-18,9999-12-31,True,,Taxation
REG002270,JP,Employee Benefits,Employee Benefits regulation for Japan in 2023,2023-08-30,2024-10-26,False,,Labor Law
REG002271,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-05-01,2024-11-15,False,0.13,Payroll Reporting
REG002272,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-02-10,2024-08-28,False,,Payroll Reporting
REG002273,FR,Income Tax,Income Tax regulation for France in 2023,2023-09-05,9999-12-31,True,0.24,Payroll Reporting
REG002274,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-04-05,2026-02-11,False,,Taxation
REG002275,AU,Social Security,Social Security regulation for Australia in 2025,2025-04-11,9999-12-31,True,0.11,Labor Law
REG002276,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-11-25,9999-12-31,True,,Labor Law
REG002277,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-01-12,2025-02-26,False,0.17,Payroll Reporting
REG002278,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-07-26,2026-02-14,False,,Labor Law
REG002279,IN,Employee Benefits,Employee Benefits regulation for India in 2024,2024-02-02,2025-09-26,False,,Taxation
REG002280,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-07-11,9999-12-31,True,,Taxation
REG002281,US,Payroll Reporting,Payroll Reporting regulation for United States in 2025,2025-01-13,9999-12-31,True,,Taxation
REG002282,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-11-10,2024-06-29,False,,Taxation
REG002283,FR,Payroll Reporting,Payroll Reporting regulation for France in 2024,2024-06-17,2025-01-11,False,,Payroll Reporting
REG002284,IN,Income Tax,Income Tax regulation for India in 2024,2024-08-10,2025-03-27,False,0.14,Payroll Reporting
REG002285,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-08-21,2025-08-03,False,,Payroll Reporting
REG002286,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2024,2024-07-29,9999-12-31,True,,Taxation
REG002287,UK,Income Tax,Income Tax regulation for United Kingdom in 2023,2023-06-26,9999-12-31,True,0.29,Labor Law
REG002288,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-12-11,2025-03-10,False,,Payroll Reporting
REG002289,FR,Employee Benefits,Employee Benefits regulation for France in 2023,2023-12-30,2025-02-17,False,,Payroll Reporting
REG002290,DE,Minimum Wage,Minimum Wage regulation for Germany in 2025,2025-05-06,9999-12-31,True,,Payroll Reporting
REG002291,FR,Employee Benefits,Employee Benefits regulation for France in 2023,2023-12-14,2025-02-26,False,,Taxation
REG002292,AU,Social Security,Social Security regulation for Australia in 2025,2025-02-27,9999-12-31,True,0.22,Payroll Reporting
REG002293,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-08-02,2024-07-16,False,,Taxation
REG002294,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-01-12,2025-04-27,False,0.13,Payroll Reporting
REG002295,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-08-02,2025-03-10,False,,Payroll Reporting
REG002296,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-02-17,9999-12-31,True,0.17,Payroll Reporting
REG002297,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2025,2025-05-22,9999-12-31,True,,Labor Law
REG002298,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-10-09,2025-04-29,False,,Payroll Reporting
REG002299,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2025,2025-02-08,9999-12-31,True,,Payroll Reporting
REG002300,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-01-31,2025-07-15,False,0.25,Taxation
REG002301,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-12-30,9999-12-31,True,,Labor Law
REG002302,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-07-21,2026-06-29,False,,Payroll Reporting
REG002303,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-04-06,2024-11-07,False,,Payroll Reporting
REG002304,US,Social Security,Social Security regulation for United States in 2023,2023-11-25,2025-10-20,False,0.22,Labor Law
REG002305,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-07-24,2026-04-19,False,,Labor Law
REG002306,CA,Minimum Wage,Minimum Wage regulation for Canada in 2025,2025-03-21,9999-12-31,True,,Taxation
REG002307,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-12-23,2025-01-20,False,,Taxation
REG002308,CA,Minimum Wage,Minimum Wage regulation for Canada in 2025,2025-01-29,9999-12-31,True,,Taxation
REG002309,AU,Social Security,Social Security regulation for Australia in 2025,2025-02-24,9999-12-31,True,0.39,Payroll Reporting
REG002310,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-07-10,9999-12-31,True,0.37,Taxation
REG002311,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-10-19,2024-06-27,False,,Payroll Reporting
REG002312,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-06-17,2025-05-20,False,,Payroll Reporting
REG002313,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-04-26,2025-06-07,False,,Taxation
REG002314,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-05-12,2026-01-03,False,0.14,Payroll Reporting
REG002315,BR,Income Tax,Income Tax regulation for Brazil in 2024,2024-05-21,2025-06-08,False,0.3,Payroll Reporting
REG002316,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-12-25,9999-12-31,True,0.37,Taxation
REG002317,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-04-23,9999-12-31,True,,Labor Law
REG002318,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-09-08,9999-12-31,True,,Taxation
REG002319,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-07-02,2025-06-14,False,,Payroll Reporting
REG002320,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-08-25,9999-12-31,True,,Payroll Reporting
REG002321,ZA,Social Security,Social Security regulation for South Africa in 2025,2025-01-07,9999-12-31,True,0.39,Labor Law
REG002322,FR,Employee Benefits,Employee Benefits regulation for France in 2025,2025-05-09,9999-12-31,True,,Labor Law
REG002323,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-12-29,2025-09-26,False,,Labor Law
REG002324,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-06-05,2025-05-29,False,0.28,Labor Law
REG002325,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2023,2023-07-11,2025-05-06,False,,Taxation
REG002326,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-05-16,2025-01-31,False,,Labor Law
REG002327,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-08-25,2026-08-23,False,,Taxation
REG002328,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-08-30,9999-12-31,True,,Payroll Reporting
REG002329,IN,Overtime Pay,Overtime Pay regulation for India in 2025,2025-04-03,9999-12-31,True,,Labor Law
REG002330,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-03-09,2026-02-24,False,,Labor Law
REG002331,FR,Minimum Wage,Minimum Wage regulation for France in 2025,2025-03-21,9999-12-31,True,,Labor Law
REG002332,CA,Minimum Wage,Minimum Wage regulation for Canada in 2025,2025-04-18,9999-12-31,True,,Payroll Reporting
REG002333,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-06-13,2024-02-18,False,,Taxation
REG002334,CA,Income Tax,Income Tax regulation for Canada in 2025,2025-02-28,9999-12-31,True,0.13,Payroll Reporting
REG002335,IN,Employee Benefits,Employee Benefits regulation for India in 2023,2023-12-21,9999-12-31,True,,Labor Law
REG002336,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-09-17,2026-06-04,False,,Taxation
REG002337,FR,Minimum Wage,Minimum Wage regulation for France in 2025,2025-05-11,9999-12-31,True,,Payroll Reporting
REG002338,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-12-11,9999-12-31,True,,Labor Law
REG002339,DE,Social Security,Social Security regulation for Germany in 2024,2024-07-18,9999-12-31,True,0.13,Labor Law
REG002340,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-02-18,2025-12-19,False,,Payroll Reporting
REG002341,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-03-07,2025-10-24,False,,Taxation
REG002342,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-10-05,2026-05-19,False,,Taxation
REG002343,IN,Employee Benefits,Employee Benefits regulation for India in 2024,2024-05-22,9999-12-31,True,,Taxation
REG002344,FR,Income Tax,Income Tax regulation for France in 2023,2023-08-26,2025-01-30,False,0.28,Payroll Reporting
REG002345,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-11-29,9999-12-31,True,,Taxation
REG002346,DE,Income Tax,Income Tax regulation for Germany in 2023,2023-06-15,9999-12-31,True,0.31,Labor Law
REG002347,CA,Social Security,Social Security regulation for Canada in 2025,2025-05-22,9999-12-31,True,0.17,Taxation
REG002348,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-10-04,9999-12-31,True,,Payroll Reporting
REG002349,FR,Income Tax,Income Tax regulation for France in 2025,2025-05-03,9999-12-31,True,0.26,Payroll Reporting
REG002350,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-11-13,2026-08-22,False,,Labor Law
REG002351,DE,Social Security,Social Security regulation for Germany in 2024,2024-03-12,9999-12-31,True,0.34,Taxation
REG002352,IN,Employee Benefits,Employee Benefits regulation for India in 2024,2024-07-22,9999-12-31,True,,Taxation
REG002353,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-09-26,9999-12-31,True,,Labor Law
REG002354,JP,Social Security,Social Security regulation for Japan in 2025,2025-05-20,9999-12-31,True,0.27,Labor Law
REG002355,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-06-22,2025-02-17,False,0.12,Payroll Reporting
REG002356,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-06-10,2026-05-16,False,,Labor Law
REG002357,DE,Social Security,Social Security regulation for Germany in 2024,2024-09-29,2026-06-14,False,0.2,Labor Law
REG002358,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2023,2023-07-25,9999-12-31,True,,Taxation
REG002359,JP,Employee Benefits,Employee Benefits regulation for Japan in 2025,2025-02-03,9999-12-31,True,,Payroll Reporting
REG002360,IN,Minimum Wage,Minimum Wage regulation for India in 2025,2025-03-17,9999-12-31,True,,Taxation
REG002361,UK,Social Security,Social Security regulation for United Kingdom in 2025,2025-04-12,9999-12-31,True,0.37,Payroll Reporting
REG002362,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-02-18,9999-12-31,True,,Labor Law
REG002363,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-06-19,2025-09-21,False,0.22,Payroll Reporting
REG002364,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-10-23,2024-10-16,False,,Payroll Reporting
REG002365,JP,Social Security,Social Security regulation for Japan in 2023,2023-06-26,2025-03-26,False,0.37,Labor Law
REG002366,IN,Income Tax,Income Tax regulation for India in 2024,2024-08-27,9999-12-31,True,0.12,Taxation
REG002367,IN,Payroll Reporting,Payroll Reporting regulation for India in 2023,2023-07-31,2024-04-29,False,,Payroll Reporting
REG002368,IN,Social Security,Social Security regulation for India in 2023,2023-10-22,9999-12-31,True,0.38,Taxation
REG002369,DE,Overtime Pay,Overtime Pay regulation for Germany in 2023,2023-12-01,2025-03-25,False,,Taxation
REG002370,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-04-15,2025-11-14,False,,Taxation
REG002371,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-11-25,2024-11-29,False,,Labor Law
REG002372,IN,Payroll Reporting,Payroll Reporting regulation for India in 2025,2025-05-07,9999-12-31,True,,Labor Law
REG002373,DE,Income Tax,Income Tax regulation for Germany in 2025,2025-04-11,9999-12-31,True,0.32,Taxation
REG002374,US,Payroll Reporting,Payroll Reporting regulation for United States in 2023,2023-10-28,2025-07-28,False,,Payroll Reporting
REG002375,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2025,2025-01-02,9999-12-31,True,,Labor Law
REG002376,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2024,2024-06-26,9999-12-31,True,,Labor Law
REG002377,IN,Employee Benefits,Employee Benefits regulation for India in 2023,2023-07-05,9999-12-31,True,,Taxation
REG002378,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-05-07,2025-11-15,False,,Labor Law
REG002379,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2025,2025-04-30,9999-12-31,True,,Labor Law
REG002380,IN,Social Security,Social Security regulation for India in 2025,2025-05-26,9999-12-31,True,0.39,Taxation
REG002381,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-01-03,9999-12-31,True,,Taxation
REG002382,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-11-09,9999-12-31,True,,Labor Law
REG002383,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-07-13,2025-08-20,False,,Taxation
REG002384,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-09-17,9999-12-31,True,,Payroll Reporting
REG002385,IN,Social Security,Social Security regulation for India in 2023,2023-07-31,2025-04-29,False,0.38,Taxation
REG002386,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-07-24,9999-12-31,True,,Labor Law
REG002387,US,Employee Benefits,Employee Benefits regulation for United States in 2025,2025-01-12,9999-12-31,True,,Taxation
REG002388,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-06-08,2025-09-28,False,,Labor Law
REG002389,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2023,2023-11-25,9999-12-31,True,,Payroll Reporting
REG002390,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-10-04,9999-12-31,True,,Labor Law
REG002391,UK,Income Tax,Income Tax regulation for United Kingdom in 2024,2024-03-25,2026-01-22,False,0.39,Payroll Reporting
REG002392,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2023,2023-08-09,2024-11-23,False,,Labor Law
REG002393,FR,Social Security,Social Security regulation for France in 2024,2024-03-25,2025-09-07,False,0.21,Taxation
REG002394,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-10-16,2025-06-28,False,,Labor Law
REG002395,BR,Social Security,Social Security regulation for Brazil in 2023,2023-09-21,9999-12-31,True,0.31,Payroll Reporting
REG002396,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2025,2025-04-17,9999-12-31,True,,Taxation
REG002397,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-09-09,2026-03-03,False,,Payroll Reporting
REG002398,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-12-16,2025-07-13,False,,Taxation
REG002399,DE,Social Security,Social Security regulation for Germany in 2024,2024-10-20,9999-12-31,True,0.3,Labor Law
REG002400,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-07-19,2024-06-26,False,,Labor Law
REG002401,CA,Income Tax,Income Tax regulation for Canada in 2023,2023-07-06,2025-02-27,False,0.11,Payroll Reporting
REG002402,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-10-19,9999-12-31,True,,Taxation
REG002403,UK,Social Security,Social Security regulation for United Kingdom in 2023,2023-12-25,9999-12-31,True,0.17,Taxation
REG002404,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-06-18,9999-12-31,True,,Payroll Reporting
REG002405,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-12-02,2025-09-01,False,0.36,Labor Law
REG002406,IN,Payroll Reporting,Payroll Reporting regulation for India in 2023,2023-12-01,9999-12-31,True,,Taxation
REG002407,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-08-22,9999-12-31,True,,Labor Law
REG002408,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-07-03,9999-12-31,True,0.26,Taxation
REG002409,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2023,2023-06-17,9999-12-31,True,,Taxation
REG002410,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-11-02,9999-12-31,True,,Labor Law
REG002411,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-10-11,9999-12-31,True,,Taxation
REG002412,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-12-03,9999-12-31,True,,Payroll Reporting
REG002413,FR,Income Tax,Income Tax regulation for France in 2025,2025-01-22,9999-12-31,True,0.4,Labor Law
REG002414,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-10-04,2025-04-12,False,,Labor Law
REG002415,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2024,2024-09-05,2026-02-28,False,,Labor Law
REG002416,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-08-06,2025-02-15,False,,Labor Law
REG002417,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-04-01,2025-05-31,False,,Payroll Reporting
REG002418,DE,Social Security,Social Security regulation for Germany in 2025,2025-04-16,9999-12-31,True,0.27,Payroll Reporting
REG002419,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2025,2025-04-17,9999-12-31,True,,Taxation
REG002420,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-07-22,2025-11-07,False,,Taxation
REG002421,JP,Social Security,Social Security regulation for Japan in 2024,2024-03-21,2025-02-28,False,0.31,Taxation
REG002422,AU,Social Security,Social Security regulation for Australia in 2023,2023-09-14,9999-12-31,True,0.38,Payroll Reporting
REG002423,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-03-02,9999-12-31,True,,Taxation
REG002424,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-10-26,2024-07-30,False,,Taxation
REG002425,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2025,2025-04-06,9999-12-31,True,,Payroll Reporting
REG002426,IN,Income Tax,Income Tax regulation for India in 2024,2024-11-04,2026-05-21,False,0.25,Payroll Reporting
REG002427,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-08-12,9999-12-31,True,,Taxation
REG002428,BR,Income Tax,Income Tax regulation for Brazil in 2024,2024-08-29,9999-12-31,True,0.24,Labor Law
REG002429,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-12-02,2024-12-23,False,,Taxation
REG002430,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-08-18,9999-12-31,True,,Labor Law
REG002431,US,Social Security,Social Security regulation for United States in 2023,2023-06-15,2024-08-15,False,0.15,Taxation
REG002432,IN,Employee Benefits,Employee Benefits regulation for India in 2025,2025-04-16,9999-12-31,True,,Labor Law
REG002433,CA,Income Tax,Income Tax regulation for Canada in 2025,2025-03-18,9999-12-31,True,0.32,Taxation
REG002434,ZA,Social Security,Social Security regulation for South Africa in 2023,2023-08-30,2024-10-22,False,0.19,Taxation
REG002435,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-03-12,9999-12-31,True,,Taxation
REG002436,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-02-05,9999-12-31,True,,Labor Law
REG002437,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-02-04,2025-06-22,False,,Payroll Reporting
REG002438,ZA,Income Tax,Income Tax regulation for South Africa in 2023,2023-12-15,9999-12-31,True,0.18,Labor Law
REG002439,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2025,2025-01-19,9999-12-31,True,,Taxation
REG002440,IN,Employee Benefits,Employee Benefits regulation for India in 2023,2023-10-10,9999-12-31,True,,Taxation
REG002441,AU,Minimum Wage,Minimum Wage regulation for Australia in 2025,2025-03-25,9999-12-31,True,,Labor Law
REG002442,US,Income Tax,Income Tax regulation for United States in 2024,2024-11-08,9999-12-31,True,0.39,Taxation
REG002443,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2025,2025-02-11,9999-12-31,True,,Payroll Reporting
REG002444,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-08-06,2026-06-01,False,,Taxation
REG002445,BR,Social Security,Social Security regulation for Brazil in 2024,2024-01-16,2025-01-10,False,0.37,Labor Law
REG002446,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-01-15,9999-12-31,True,,Taxation
REG002447,IN,Overtime Pay,Overtime Pay regulation for India in 2023,2023-07-24,9999-12-31,True,,Labor Law
REG002448,IN,Income Tax,Income Tax regulation for India in 2024,2024-12-12,9999-12-31,True,0.15,Taxation
REG002449,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-08-26,9999-12-31,True,0.25,Taxation
REG002450,US,Income Tax,Income Tax regulation for United States in 2024,2024-03-03,2025-07-08,False,0.27,Taxation
REG002451,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-12-31,9999-12-31,True,,Payroll Reporting
REG002452,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-12-12,9999-12-31,True,,Payroll Reporting
REG002453,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-08-25,2024-12-26,False,,Labor Law
REG002454,IN,Social Security,Social Security regulation for India in 2024,2024-01-01,9999-12-31,True,0.35,Taxation
REG002455,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2025,2025-05-04,9999-12-31,True,,Taxation
REG002456,JP,Social Security,Social Security regulation for Japan in 2024,2024-03-26,9999-12-31,True,0.3,Taxation
REG002457,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-10-20,9999-12-31,True,,Taxation
REG002458,FR,Social Security,Social Security regulation for France in 2023,2023-12-26,9999-12-31,True,0.33,Payroll Reporting
REG002459,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-08-11,9999-12-31,True,,Labor Law
REG002460,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-09-08,9999-12-31,True,,Taxation
REG002461,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2023,2023-12-01,9999-12-31,True,,Payroll Reporting
REG002462,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2023,2023-08-01,2024-11-20,False,,Taxation
REG002463,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-01-17,9999-12-31,True,0.17,Taxation
REG002464,IN,Income Tax,Income Tax regulation for India in 2024,2024-06-17,9999-12-31,True,0.18,Labor Law
REG002465,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-12-05,2025-07-01,False,,Labor Law
REG002466,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-09-11,2026-04-14,False,,Labor Law
REG002467,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-08-21,2025-05-26,False,,Labor Law
REG002468,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-12-25,2025-11-25,False,,Taxation
REG002469,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-02-07,9999-12-31,True,,Taxation
REG002470,DE,Income Tax,Income Tax regulation for Germany in 2025,2025-03-26,9999-12-31,True,0.35,Payroll Reporting
REG002471,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-10-11,9999-12-31,True,,Taxation
REG002472,US,Minimum Wage,Minimum Wage regulation for United States in 2025,2025-04-21,9999-12-31,True,,Payroll Reporting
REG002473,FR,Income Tax,Income Tax regulation for France in 2024,2024-04-01,9999-12-31,True,0.33,Payroll Reporting
REG002474,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-04-08,9999-12-31,True,,Taxation
REG002475,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-11-15,2025-06-06,False,,Taxation
REG002476,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-07-08,2025-02-19,False,,Payroll Reporting
REG002477,DE,Overtime Pay,Overtime Pay regulation for Germany in 2023,2023-09-17,9999-12-31,True,,Payroll Reporting
REG002478,IN,Social Security,Social Security regulation for India in 2023,2023-12-30,9999-12-31,True,0.31,Taxation
REG002479,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-11-07,9999-12-31,True,,Payroll Reporting
REG002480,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2024,2024-04-26,9999-12-31,True,,Taxation
REG002481,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-12-06,9999-12-31,True,,Labor Law
REG002482,US,Payroll Reporting,Payroll Reporting regulation for United States in 2025,2025-01-17,9999-12-31,True,,Labor Law
REG002483,BR,Social Security,Social Security regulation for Brazil in 2023,2023-11-28,9999-12-31,True,0.16,Taxation
REG002484,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-11-23,2025-11-19,False,,Labor Law
REG002485,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-07-27,9999-12-31,True,,Payroll Reporting
