audit_id,employee_id,regulation_id,check_date,result,violation_details
AUD001260,EMP004810,REG001951,2023-08-01,fail,Violation in Income Tax
AUD001261,EMP005872,REG002879,2023-10-01,fail,Violation in Payroll Reporting
AUD001262,EMP003861,REG000621,2023-09-28,pass,
AUD001263,EMP005747,REG002081,2023-09-26,fail,Violation in Employee Benefits
AUD001264,EMP004428,REG000228,2025-04-16,fail,Violation in Payroll Reporting
AUD001265,EMP001903,REG000598,2023-08-04,pass,
AUD001266,EMP000235,REG000390,2024-01-03,fail,Violation in Overtime Pay
AUD001267,EMP004661,REG002581,2023-08-14,fail,Violation in Social Security
AUD001268,EMP003290,REG001946,2024-05-27,pass,
AUD001269,EMP000429,REG000901,2024-11-12,pass,
AUD001270,EMP000112,REG000122,2023-06-04,pass,
AUD001271,EMP005643,REG002086,2024-04-29,fail,Violation in Employee Benefits
AUD001272,EMP006332,REG000665,2024-04-11,pass,
AUD001273,EMP004191,REG000874,2023-08-09,pass,
AUD001274,EMP002033,REG001663,2023-11-04,fail,Violation in Employee Benefits
AUD001275,EMP001480,REG000696,2023-12-29,pass,
AUD001276,EMP004935,REG001435,2023-08-13,pass,
AUD001277,EMP001353,REG001335,2024-04-16,fail,Violation in Payroll Reporting
AUD001278,EMP005362,REG001958,2024-05-27,pass,
AUD001279,EMP005188,REG002994,2025-04-15,pass,
AUD001280,EMP001211,REG000109,2024-07-29,pass,
AUD001281,EMP002957,REG001307,2025-03-15,pass,
AUD001282,EMP004726,REG001227,2025-01-30,pass,
AUD001283,EMP000653,REG001042,2024-08-17,fail,Violation in Payroll Reporting
AUD001284,EMP002730,REG001296,2024-04-09,fail,Violation in Social Security
AUD001285,EMP001304,REG001693,2024-04-03,fail,Violation in Employee Benefits
AUD001286,EMP000799,REG002428,2024-10-27,fail,Violation in Income Tax
AUD001287,EMP002617,REG002014,2023-12-23,pass,
AUD001288,EMP003455,REG001497,2024-08-28,fail,Violation in Overtime Pay
AUD001289,EMP000213,REG002859,2024-01-30,pass,
AUD001290,EMP003339,REG000849,2024-07-10,fail,Violation in Overtime Pay
AUD001291,EMP003037,REG002339,2023-09-25,pass,
AUD001292,EMP000486,REG000972,2024-10-24,pass,
AUD001293,EMP002349,REG000878,2024-04-18,pass,
AUD001294,EMP003320,REG000494,2023-08-11,fail,Violation in Overtime Pay
AUD001295,EMP001936,REG000891,2024-01-17,fail,Violation in Income Tax
AUD001296,EMP004329,REG001372,2024-06-22,fail,Violation in Overtime Pay
AUD001297,EMP000320,REG002782,2025-02-12,pass,
AUD001298,EMP003395,REG000550,2024-07-02,pass,
AUD001299,EMP001827,REG002448,2024-02-03,pass,
AUD001300,EMP000490,REG001307,2024-08-21,fail,Violation in Income Tax
AUD001301,EMP004739,REG000274,2023-12-29,fail,Violation in Income Tax
AUD001302,EMP000787,REG000559,2023-12-29,pass,
AUD001303,EMP005403,REG002038,2024-03-19,fail,Violation in Minimum Wage
AUD001304,EMP003472,REG002495,2024-06-25,pass,
AUD001305,EMP003153,REG002474,2023-10-25,fail,Violation in Overtime Pay
AUD001306,EMP004216,REG001607,2024-04-18,pass,
AUD001307,EMP001551,REG002886,2024-02-06,pass,
AUD001308,EMP001165,REG002325,2024-01-26,fail,Violation in Overtime Pay
AUD001309,EMP005061,REG000173,2025-01-20,fail,Violation in Employee Benefits
AUD001310,EMP001565,REG002628,2024-07-10,fail,Violation in Payroll Reporting
AUD001311,EMP002726,REG000419,2024-08-12,fail,Violation in Overtime Pay
AUD001312,EMP001738,REG001169,2024-07-03,pass,
AUD001313,EMP006857,REG002287,2024-09-06,pass,
AUD001314,EMP001883,REG002989,2023-07-08,fail,Violation in Payroll Reporting
AUD001315,EMP005996,REG002546,2024-02-10,pass,
AUD001316,EMP001900,REG002655,2025-03-31,pass,
AUD001317,EMP000250,REG001280,2024-12-04,pass,
AUD001318,EMP002098,REG000974,2024-09-26,pass,
AUD001319,EMP005348,REG002365,2024-05-22,fail,Violation in Social Security
AUD001320,EMP005207,REG001520,2025-05-04,pass,
AUD001321,EMP006431,REG000048,2023-12-05,fail,Violation in Minimum Wage
AUD001322,EMP006272,REG000724,2023-09-05,pass,
AUD001323,EMP006668,REG000663,2024-09-04,pass,
AUD001324,EMP000274,REG002693,2025-04-03,fail,Violation in Overtime Pay
AUD001325,EMP002984,REG002819,2024-08-06,fail,Violation in Payroll Reporting
AUD001326,EMP001425,REG000979,2024-07-28,pass,
AUD001327,EMP002126,REG002812,2023-07-29,pass,
AUD001328,EMP005042,REG001160,2025-01-15,fail,Violation in Income Tax
AUD001329,EMP001369,REG000430,2023-09-26,pass,
AUD001330,EMP002332,REG002253,2024-11-12,fail,Violation in Social Security
AUD001331,EMP003250,REG002667,2023-11-21,fail,Violation in Payroll Reporting
AUD001332,EMP003984,REG001084,2025-03-02,pass,
AUD001333,EMP005748,REG001582,2023-08-13,pass,
AUD001334,EMP005802,REG001256,2025-01-05,pass,
AUD001335,EMP002730,REG001964,2024-06-28,pass,
AUD001336,EMP003738,REG000955,2024-10-07,pass,
AUD001337,EMP001454,REG001431,2023-09-22,pass,
AUD001338,EMP001225,REG000610,2024-02-08,fail,Violation in Income Tax
AUD001339,EMP004689,REG000777,2024-03-12,fail,Violation in Employee Benefits
AUD001340,EMP003880,REG001934,2024-11-02,pass,
AUD001341,EMP003788,REG001403,2025-01-09,pass,
AUD001342,EMP001871,REG001626,2024-07-24,pass,
AUD001343,EMP005798,REG000193,2024-03-12,pass,
AUD001344,EMP006299,REG001677,2024-03-04,fail,Violation in Overtime Pay
AUD001345,EMP004265,REG001340,2023-12-14,pass,
AUD001346,EMP003677,REG000774,2023-08-23,fail,Violation in Employee Benefits
AUD001347,EMP001722,REG001308,2023-11-02,pass,
AUD001348,EMP003203,REG002689,2024-08-24,fail,Violation in Payroll Reporting
AUD001349,EMP006635,REG001693,2023-09-13,fail,Violation in Employee Benefits
AUD001350,EMP000957,REG001096,2023-10-31,pass,
AUD001351,EMP003144,REG000974,2025-02-17,pass,
AUD001352,EMP006994,REG000515,2024-03-14,fail,Violation in Overtime Pay
AUD001353,EMP000449,REG002693,2024-11-21,pass,
AUD001354,EMP001077,REG002691,2024-04-11,pass,
AUD001355,EMP000367,REG000769,2024-07-19,pass,
AUD001356,EMP000618,REG001107,2024-10-03,pass,
AUD001357,EMP003806,REG000201,2023-09-05,fail,Violation in Income Tax
AUD001358,EMP005469,REG001635,2023-12-09,pass,
AUD001359,EMP001774,REG002716,2024-04-02,fail,Violation in Payroll Reporting
AUD001360,EMP000131,REG002665,2024-10-25,pass,
AUD001361,EMP005074,REG001502,2023-07-24,pass,
AUD001362,EMP000285,REG002068,2023-10-04,pass,
AUD001363,EMP004127,REG002206,2024-03-18,pass,
AUD001364,EMP006320,REG001399,2025-02-13,fail,Violation in Overtime Pay
AUD001365,EMP001011,REG000688,2024-09-18,fail,Violation in Minimum Wage
AUD001366,EMP006768,REG000655,2024-03-23,fail,Violation in Minimum Wage
AUD001367,EMP005520,REG000753,2025-03-28,fail,Violation in Income Tax
AUD001368,EMP002729,REG002005,2024-08-20,fail,Violation in Social Security
AUD001369,EMP005115,REG001180,2024-10-09,pass,
AUD001370,EMP003108,REG000181,2023-08-25,pass,
AUD001371,EMP003873,REG002623,2023-09-23,fail,Violation in Employee Benefits
AUD001372,EMP001607,REG001499,2024-10-10,fail,Violation in Social Security
AUD001373,EMP006677,REG002147,2024-07-26,fail,Violation in Payroll Reporting
AUD001374,EMP005888,REG002264,2024-04-14,pass,
AUD001375,EMP001091,REG002968,2024-04-15,pass,
AUD001376,EMP003344,REG002913,2024-05-21,fail,Violation in Minimum Wage
AUD001377,EMP002604,REG000788,2024-05-17,pass,
AUD001378,EMP000863,REG000213,2024-01-02,fail,Violation in Social Security
AUD001379,EMP001737,REG000315,2023-07-12,fail,Violation in Social Security
AUD001380,EMP000900,REG001716,2024-12-31,fail,Violation in Income Tax
AUD001381,EMP006629,REG002128,2024-07-25,fail,Violation in Employee Benefits
AUD001382,EMP005874,REG002942,2023-09-15,fail,Violation in Social Security
AUD001383,EMP005024,REG002234,2023-06-23,pass,
AUD001384,EMP001728,REG001301,2024-04-22,pass,
AUD001385,EMP000929,REG000606,2024-10-04,pass,
AUD001386,EMP005176,REG002645,2024-07-22,pass,
AUD001387,EMP000070,REG001383,2023-06-23,pass,
AUD001388,EMP006972,REG001260,2025-04-16,fail,Violation in Social Security
AUD001389,EMP005133,REG000991,2024-11-07,fail,Violation in Employee Benefits
AUD001390,EMP003694,REG001998,2024-12-23,fail,Violation in Social Security
AUD001391,EMP005643,REG001759,2023-12-04,fail,Violation in Payroll Reporting
AUD001392,EMP002911,REG000198,2024-06-06,fail,Violation in Minimum Wage
AUD001393,EMP002646,REG001360,2025-01-14,fail,Violation in Employee Benefits
AUD001394,EMP004920,REG002655,2025-04-01,pass,
AUD001395,EMP003170,REG002795,2023-08-20,pass,
AUD001396,EMP002506,REG001438,2024-08-09,fail,Violation in Minimum Wage
AUD001397,EMP004219,REG002785,2023-08-03,fail,Violation in Payroll Reporting
AUD001398,EMP005091,REG002522,2024-08-09,fail,Violation in Overtime Pay
AUD001399,EMP006286,REG001344,2025-01-31,pass,
AUD001400,EMP003240,REG000211,2024-06-08,pass,
AUD001401,EMP006458,REG002125,2025-02-24,pass,
AUD001402,EMP004678,REG001890,2023-09-05,fail,Violation in Payroll Reporting
AUD001403,EMP000397,REG001687,2024-11-23,pass,
AUD001404,EMP000862,REG002998,2025-03-10,pass,
AUD001405,EMP001534,REG000014,2024-03-14,fail,Violation in Social Security
AUD001406,EMP003808,REG002563,2025-04-02,pass,
AUD001407,EMP000418,REG002567,2024-01-14,pass,
AUD001408,EMP002701,REG001206,2024-02-09,pass,
AUD001409,EMP001333,REG002694,2024-11-21,pass,
AUD001410,EMP001693,REG001024,2024-11-02,fail,Violation in Income Tax
AUD001411,EMP006533,REG002216,2025-02-10,fail,Violation in Social Security
AUD001412,EMP000496,REG001687,2023-07-17,pass,
AUD001413,EMP004623,REG002779,2024-06-26,pass,
AUD001414,EMP002895,REG001141,2024-03-02,fail,Violation in Employee Benefits
AUD001415,EMP000828,REG000666,2023-06-15,fail,Violation in Income Tax
AUD001416,EMP004816,REG000526,2025-03-05,pass,
AUD001417,EMP001175,REG002036,2023-10-17,pass,
AUD001418,EMP002036,REG000789,2024-04-29,fail,Violation in Employee Benefits
AUD001419,EMP004260,REG002930,2024-04-16,fail,Violation in Employee Benefits
AUD001420,EMP006312,REG000065,2024-11-01,fail,Violation in Overtime Pay
AUD001421,EMP006208,REG000418,2024-07-31,fail,Violation in Social Security
AUD001422,EMP001415,REG002328,2024-10-13,fail,Violation in Minimum Wage
AUD001423,EMP001452,REG000715,2023-12-13,pass,
AUD001424,EMP001054,REG000584,2023-07-04,pass,
AUD001425,EMP006098,REG001511,2023-09-06,fail,Violation in Income Tax
AUD001426,EMP005336,REG001571,2024-05-23,fail,Violation in Minimum Wage
AUD001427,EMP005300,REG002873,2023-11-28,fail,Violation in Payroll Reporting
AUD001428,EMP000126,REG000674,2025-03-02,fail,Violation in Minimum Wage
AUD001429,EMP006197,REG002051,2023-06-04,pass,
AUD001430,EMP000149,REG000438,2024-04-28,fail,Violation in Minimum Wage
AUD001431,EMP006815,REG002793,2025-02-27,pass,
AUD001432,EMP000028,REG002469,2024-12-20,pass,
AUD001433,EMP002021,REG002458,2024-05-20,fail,Violation in Social Security
AUD001434,EMP005556,REG002621,2024-12-09,pass,
AUD001435,EMP000121,REG002963,2024-07-19,fail,Violation in Income Tax
AUD001436,EMP000780,REG001523,2023-10-18,fail,Violation in Payroll Reporting
AUD001437,EMP000085,REG002553,2024-05-20,pass,
AUD001438,EMP004042,REG000944,2024-04-21,pass,
AUD001439,EMP002520,REG000221,2023-09-22,pass,
AUD001440,EMP005200,REG000900,2023-10-10,fail,Violation in Social Security
AUD001441,EMP000074,REG001356,2025-03-03,fail,Violation in Employee Benefits
AUD001442,EMP000167,REG000546,2023-07-07,pass,
AUD001443,EMP000617,REG002077,2024-08-26,fail,Violation in Minimum Wage
AUD001444,EMP003479,REG001027,2024-07-13,fail,Violation in Social Security
AUD001445,EMP001638,REG001934,2025-01-24,pass,
AUD001446,EMP002243,REG001558,2024-02-13,fail,Violation in Social Security
AUD001447,EMP006751,REG000143,2023-10-24,pass,
AUD001448,EMP001281,REG000083,2023-07-05,fail,Violation in Payroll Reporting
AUD001449,EMP001956,REG000398,2024-02-06,pass,
AUD001450,EMP004332,REG002094,2024-09-09,fail,Violation in Minimum Wage
AUD001451,EMP003505,REG002385,2025-03-01,fail,Violation in Social Security
AUD001452,EMP002828,REG001868,2024-11-18,fail,Violation in Minimum Wage
AUD001453,EMP003271,REG002511,2023-11-30,pass,
AUD001454,EMP003135,REG001204,2024-12-10,pass,
AUD001455,EMP006255,REG000763,2025-02-14,pass,
AUD001456,EMP004658,REG001670,2023-07-03,pass,
AUD001457,EMP003329,REG002860,2025-03-18,fail,Violation in Employee Benefits
AUD001458,EMP001561,REG000432,2024-06-27,pass,
AUD001459,EMP005634,REG002747,2024-05-21,fail,Violation in Minimum Wage
AUD001460,EMP006658,REG000163,2024-03-11,pass,
AUD001461,EMP006194,REG001497,2023-11-26,fail,Violation in Overtime Pay
AUD001462,EMP000925,REG002564,2024-08-26,fail,Violation in Income Tax
AUD001463,EMP000465,REG000857,2024-06-30,fail,Violation in Overtime Pay
AUD001464,EMP005713,REG001341,2024-06-19,pass,
AUD001465,EMP002183,REG002041,2024-04-08,fail,Violation in Payroll Reporting
AUD001466,EMP004408,REG001182,2024-01-07,pass,
AUD001467,EMP002497,REG002125,2024-02-04,fail,Violation in Employee Benefits
AUD001468,EMP001291,REG001615,2024-03-11,pass,
AUD001469,EMP004162,REG002723,2024-12-10,pass,
AUD001470,EMP001947,REG000663,2024-10-03,fail,Violation in Employee Benefits
AUD001471,EMP005180,REG000911,2024-08-13,fail,Violation in Payroll Reporting
AUD001472,EMP006834,REG002210,2023-08-31,fail,Violation in Income Tax
AUD001473,EMP005886,REG002450,2023-10-20,fail,Violation in Income Tax
AUD001474,EMP001744,REG000757,2024-04-01,pass,
AUD001475,EMP004031,REG000731,2024-11-25,fail,Violation in Payroll Reporting
AUD001476,EMP004844,REG000877,2024-05-25,pass,
AUD001477,EMP005318,REG000453,2025-03-04,pass,
AUD001478,EMP001888,REG000712,2023-12-02,fail,Violation in Payroll Reporting
AUD001479,EMP000043,REG002052,2024-08-13,pass,
AUD001480,EMP004235,REG002198,2024-04-06,fail,Violation in Social Security
AUD001481,EMP003311,REG000146,2024-05-24,fail,Violation in Minimum Wage
AUD001482,EMP003245,REG000686,2024-08-20,fail,Violation in Social Security
AUD001483,EMP002066,REG001816,2025-04-13,pass,
AUD001484,EMP003001,REG001907,2024-09-11,fail,Violation in Employee Benefits
AUD001485,EMP005458,REG002774,2025-02-08,pass,
AUD001486,EMP003132,REG000514,2024-04-15,fail,Violation in Overtime Pay
AUD001487,EMP006035,REG000510,2024-06-17,pass,
AUD001488,EMP002265,REG001101,2025-04-22,pass,
AUD001489,EMP001279,REG001646,2023-10-08,pass,
AUD001490,EMP001518,REG001594,2024-03-13,fail,Violation in Payroll Reporting
AUD001491,EMP001386,REG000348,2024-04-20,fail,Violation in Minimum Wage
AUD001492,EMP002213,REG002262,2025-04-17,fail,Violation in Minimum Wage
AUD001493,EMP000389,REG001428,2024-05-18,fail,Violation in Employee Benefits
AUD001494,EMP000477,REG001384,2025-03-06,pass,
AUD001495,EMP002181,REG000536,2024-01-12,fail,Violation in Income Tax
AUD001496,EMP001199,REG002015,2024-09-25,fail,Violation in Payroll Reporting
AUD001497,EMP003073,REG000837,2023-09-30,fail,Violation in Payroll Reporting
AUD001498,EMP000576,REG002056,2023-05-31,pass,
AUD001499,EMP002100,REG002039,2024-12-20,fail,Violation in Social Security
